"id","title","contains_table","published_at","url","legislative_term","ministries","ministries_short","org"
10904,"Wie viele Wohnungslose und Wohnungsnotfälle gibt es in Berlin?",True,"2014-02-05","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12964.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","Bündnis 90/Die Grünen"
10905,"Nachfrage: Welche Konsequenzen hat ""offen gesetzwidriges"" Handeln?",False,"2013-12-17","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12959.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","CDU"
10906,"Wie wirkt sich die Überlastung der Berliner Gerichte auf den Sinn und Zweck der U-Haft aus? - (II)",False,"2013-12-30","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12957.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","CDU"
10907,"Übergriffe auf Bedienstete in den Berliner Justizvollzugsanstalten - (III)",True,"2014-01-02","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12958.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","CDU"
10908,"Juristenausbildung in Berlin - (III)",False,"2013-12-30","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12956.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","CDU"
10909,"Macht der Justizvollzug die Beamten krank? - (V)",True,"2014-01-03","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12954.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","CDU"
10910,"Handyfunde im Justizvollzug (III)",False,"2014-01-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12960.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","CDU"
10911,"Kinder, die keine sind: Wie ist der derzeitige Stand der Altersfeststellung in Berlin? - (II)",False,"2014-01-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12961.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","CDU"
10912,"Wolfsmanagementplan für Berlin",False,"2014-01-17","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12933.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","CDU"
10913,"Land unter in der Justiz - Überlange Verfahrensdauer - (II)",False,"2014-01-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12955.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","CDU"
10914,"Rehabilitierung verfolgter Homosexueller: Sachstand",False,"2013-12-16","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12948.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","Bündnis 90/Die Grünen"
10915,"Gremienzugehörigkeit von schulischen Gremienvertretern",False,"2013-12-19","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12931.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","CDU"
10916,"Der Fall Sarrazin: Entscheidung des CERD - was tut der Senat?",False,"2014-01-03","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12943.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","Die Linke"
10917,"Zug- und Busausfälle in Berlin",False,"2014-01-21","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12932.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","CDU"
10918,"Weiß der Senat von nix? Befragungen von Asylsuchenden durch den BND und ausländische Geheimdienste in Berlin",False,"2014-01-28","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12942.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Die Linke"
10919,"Zwangsprostitution und Polizeibefugnisse",False,"2014-03-08","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12940.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Die Linke"
10920,"Prostitution und Polizeibefugnisse",False,"2014-03-26","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12941.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Die Linke"
10921,"Grundstückseigentum",False,"2013-12-20","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12938.pdf",17,"Senatsverwaltung für Finanzen","SenFin","Die Linke"
10922,"Polizeigewalt gegenüber Queers*? - Was tut der Senat",False,"2014-01-13","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12939.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Die Linke"
10923,"Rechtsstellung, Rechte und Pflichten sowie Kontrolle des Opferbeauftragten",False,"2013-12-12","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12934.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","Die Linke"
10924,"Zuwendungen in den Haushaltsplänen",False,"2013-12-23","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12930.pdf",17,"Senatsverwaltung für Finanzen","SenFin","CDU"
10925,"Langfristige Sicherung des Archivs der DDR-Opposition",False,"2013-12-19","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12935.pdf",17,"Senatskanzlei – Kulturelle Angelegenheiten","","Die Linke"
10926,"Gegen Häusliche Gewalt - zur länderübergreifenden Kooperation bei Plätzen in Frauenhäusern",False,"2013-12-23","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12937.pdf",17,"Senatsverwaltung für Arbeit, Integration und Frauen","SenArbIntFrau","Die Linke"
10927,"Grundstück Neumannstraße/Arnold-Zweig-Straße",False,"2014-01-13","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12978.pdf",17,"Regierender Bürgermeister","RBm","SPD"
10928,"Tierpark Berlin;  Vogelhaltung im Schimmel- und Asbesthaus: Fehlende Kompetenzen oder Missachtung des Tierschutzgesetzes",False,"2013-12-23","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12946.pdf",17,"Senatsverwaltung für Finanzen","SenFin","Bündnis 90/Die Grünen"
10929,"Zoo Berlin; Elen-Antilope: Fehlende Kompetenzen oder Missachtung des Tierschutzgesetzes?",False,"2014-01-15","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12947.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","Bündnis 90/Die Grünen"
10930,"Energiewende voranbringen - Rückgewinnung von Wärme aus Haushalten und aus dem Abwasser in der Kanalisation",False,"2014-01-16","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12936.pdf",17,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","SenWiTechForsch","Die Linke"
10931,"Weniger Erstsemester in Berlin? Und was sind die Folgen?",True,"2014-01-17","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-13007.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Bündnis 90/Die Grünen"
10932,"Integration durch Radio - erfüllt der öffentlich-rechtliche Rundfunk seinen Auftrag?",False,"2014-01-06","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12924.pdf",17,"Regierender Bürgermeister","RBm","Die Linke"
10933,"Wem gehört der Berlin-Marathon?",False,"2013-12-31","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12921.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Die Linke"
10934,"Wie qualitiativ hochwertig ist die Sprachstandsfestellung in Berlin?",False,"2014-01-06","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12949.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Piraten"
10935,"""Kitas machen schlau"" - Die neue Kita-Kampagne des Senats",False,"2014-01-07","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12951.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Piraten"
10936,"Hat der Senat die Situation der Berliner Tagesmütter und Tagesväter im Blick ? (II)",False,"2014-01-06","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12953.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Piraten"
10937,"Schummel-Check in Berliner Kitas?  Prüfungen der Awesenheit der Kinder durch ""externe Kontrollen""?",False,"2014-01-15","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12952.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Piraten"
10938,"""Die teuerste E-Mail der Welt"" - Newsletter des Berliner Justizvollzugs",False,"2014-01-21","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12927.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","Piraten"
10939,"Wie wirksam ist die Sprachstandsfeststellung und die vorschulische Sprachförderung in Berlin wirklich?",False,"2014-01-22","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12950.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Piraten"
10940,"Baufällige Brücken in Berlin",False,"2014-01-24","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12922.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Bündnis 90/Die Grünen"
10941,"Gleichberechtigte Vetretung von freien Mitarbeiter*innen beim rbb - zweiter Versuch einer Aufklärung",False,"2013-12-18","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12925.pdf",17,"Regierender Bürgermeister","RBm","Piraten"
10942,"Öffentliche Toiletten im Bereich von Supermärkten",False,"2013-12-27","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12919.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","CDU"
10943,"Überschuldung in Berlin",True,"2014-01-06","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12916.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","Bündnis 90/Die Grünen"
10944,"Wohnungsräumungen",False,"2014-01-13","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12918.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","CDU"
10945,"Werkstatt der Kulturen: Wer war zum Programmdialog eingeladen - und wer nicht?",False,"2014-01-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12944.pdf",17,"Senatsverwaltung für Arbeit, Integration und Frauen","SenArbIntFrau","Bündnis 90/Die Grünen"
10946,"Hintergründe zur Neuordnungsvereinbarung zwischen dem Land Berlin und der berlinovo GmbH",False,"2014-01-08","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12923.pdf",17,"Senatsverwaltung für Finanzen","SenFin","Piraten"
10947,"WAT und Duales Lernen gesichert?",True,"2014-01-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12920.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Die Linke"
10948,"Interkulturelle Organisations- und Prozessbegleitung: Was geht da voran?",False,"2014-01-29","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12945.pdf",17,"Senatsverwaltung für Arbeit, Integration und Frauen","SenArbIntFrau","Bündnis 90/Die Grünen"
10949,"Geschäftsbereiche des Senats - warum kümmert sich der Innensenator ums Pressegesetz?",False,"2013-12-18","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12926.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Piraten"
10950,"Kinderkrankenhaus Weißensee - auf dem Weg zum Bodendenkmal",False,"2013-12-12","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12917.pdf",17,"Senatsverwaltung für Finanzen","SenFin","Bündnis 90/Die Grünen"
10951,"PVC-haltige Leitungen in landeseigenen Gebäuden",False,"2013-12-19","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12913.pdf",17,"Senatsverwaltung für Finanzen","SenFin","Piraten"
10952,"Verspätungen und Zugausfälle bei der S-Bahn Berlin im Jahr 2012/2013",False,"2013-12-18","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12911.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Piraten"
10953,"Störungsbedingte Verspätungen bei BVG und S-Bahn",False,"2013-12-20","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12912.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Piraten"
10954,"Datenerfassung im POLIKS bei der Berliner Polizei (IV) - personengebundener Hinweis ""Ansteckungsgefahr""",False,"2014-02-03","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12914.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Piraten"
10955,"BER-Debakel (LXXXVIII): Wie viele Mieter sind schon abgesprungen?",False,"2013-12-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12908.pdf",17,"Regierender Bürgermeister","RBm","Piraten"
10956,"Pioniernutzungen auf dem Tempelhofer Feld",False,"2013-12-20","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12915.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Piraten"
10957,"WAT als Ankerfach für Wirtschaftswissen, Studien- und Berufswegeplanung sowie Verbraucherbildung",False,"2013-12-19","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12910.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Bündnis 90/Die Grünen"
10958,"WAT und Weiterentwicklungen des Dualen Lernens",False,"2013-12-17","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12909.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Bündnis 90/Die Grünen"
10959,"BER-Debakel (LXXXVII): Wie oft musste die Feuerwehr schon zum BER ausrücken?",False,"2013-12-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12907.pdf",17,"Regierender Bürgermeister","RBm","Piraten"
10960,"Plant der Senat Änderungen an der Berufsschulverordnung (BSV)?",False,"2013-12-05","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12891.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Piraten"
10961,"BER-Debakel (LXXXVI):  Wann laufen die Baugenehmigungen des BER aus?",False,"2013-12-19","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12906.pdf",17,"Regierender Bürgermeister","RBm","Piraten"
10962,"BER-Debakel (LXXXV):  Wie wirken sich die mehrfachen Verschiebungen der Inbetriebnahme des BER auf die Kreditverträge der Flughafengesellschaft aus?",False,"2013-12-17","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12905.pdf",17,"Senatsverwaltung für Finanzen","SenFin","Piraten"
10963,"Wahrung des ""Weihnachtsfriedens""",False,"2013-12-16","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12892.pdf",17,"Senatsverwaltung für Finanzen","SenFin","CDU"
10964,"Ökologische Müllgebühren in Berlin? (I)",False,"2013-12-20","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12903.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Bündnis 90/Die Grünen"
10965,"Sozialwohnungen rund um das Kottbusser Tor schon heute nicht mehr bezahlbar?",False,"2013-12-23","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12885.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Die Linke"
10966,"Ökologische Müllgebühren in Berlin? (II) - Erfolg der Papiersammlung in Gefahr?",False,"2014-01-07","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12904.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Bündnis 90/Die Grünen"
10967,"Zustände in Berliner Flüchtlingsunterkünften - wird Kritik von ehrenamtlichen Helfern ernst genommen oder mit Rausschmiss geahndet?",False,"2014-01-06","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12887.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","Die Linke"
10968,"Mündliche Verträge zwischen Senat und Betreibern von Flüchtlingsunterkünften?",False,"2014-01-06","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12886.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","Die Linke"
10969,"Sonderkommissionen und bei der Berliner Polizei",False,"2013-12-18","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12890.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Piraten"
10970,"Gemeinsame Ermittlungsgruppen bei der Berliner Polizei",False,"2013-12-18","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12889.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Piraten"
10971,"Bettel-Verbot von und mit Kindern einführen!",False,"2014-02-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12929.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","SPD"
10972,"Sternenkinder (II)",False,"2014-01-09","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12882.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","CDU"
10973,"Nutzbarkeit der Schulküchen an Berliner Schulen?",False,"2014-01-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12883.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","CDU"
10974,"Überfüllt - werden jetzt mehr Busse und Bahnen bei der BVG bestellt?",False,"2014-01-21","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12928.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Bündnis 90/Die Grünen"
10975,"Gewährleistung der Barrierefreiheit auf U- und S-Bahnhöfen in Lichtenberg",True,"2013-12-19","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12880.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Die Linke"
10976,"Unvollstreckbare Haftbefehle gegen Neonazis",False,"2013-12-09","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12879.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","Die Linke"
10977,"""Frei.Wild""",False,"2013-12-18","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12884.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Bündnis 90/Die Grünen"
10978,"Deponiebetrieb - Zwischenlager - Recyclingbetrieb- welche Art der gewerblichen Nebentätigkeit wurde von den Behörden auf dem Tierparkgelände genehmigt?",False,"2014-01-24","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-13033.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Bündnis 90/Die Grünen"
10979,"Verträge zwischen dem Land Berlin und Unternehmen zur Werbung auf öffentlichem Straßenland",False,"2014-01-16","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12888.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Die Linke"
10980,"Gründungsförderungen in Berlin - Wie geht das?",True,"2014-02-05","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12881.pdf",17,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","SenWiTechForsch","Bündnis 90/Die Grünen"
10981,"Firmen der Freien Universität Berlin",False,"2013-11-29","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12876.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","CDU"
10982,"Studenten suchen eine Wohnung",False,"2013-11-28","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12875.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","CDU"
10983,"Barrierefreiheit bei IGP-Projekten",False,"2013-12-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12877.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","Piraten"
10984,"Freiwilligenengagement bei IGP-Projekten",False,"2013-12-10","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12878.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","Piraten"
10985,"Privatisierung von Wasser ist falsch - Rekommunalisierung kein Selbstzweck",False,"2013-12-12","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12874.pdf",17,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","SenWiTechForsch","Bündnis 90/Die Grünen"
10986,"Mindestlohn contra Kreativität?",False,"2013-11-28","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12870.pdf",17,"Senatskanzlei – Kulturelle Angelegenheiten","","CDU"
10987,"Externe Beauftragungen für Webseitenredaktion?",False,"2013-12-17","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12872.pdf",17,"Regierender Bürgermeister","RBm","Piraten"
10988,"Kampf gegen die Rockerkriminalität - Einführung einer ""Rockerklausel""",False,"2013-12-20","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12900.pdf",17,"Senatsverwaltung für Finanzen","SenFin","SPD"
10989,"Wann trinkt Berlin bleifrei?",True,"2014-01-06","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12873.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","Bündnis 90/Die Grünen"
10990,"Kampf gegen die Rockerkriminalität - Verbindungen zu Sicherheitsfirmen",False,"2013-12-23","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12898.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","SPD"
10991,"Beauftragung von geheimdienstnahen Unternehmen auch in Berlin?",False,"2014-01-13","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12871.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Piraten"
10992,"Kampf gegen die Rockerkriminalität - Verschärfung des Waffenrechts",False,"2014-01-09","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12901.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","SPD"
10993,"Kampf gegen Rockerkriminalität - Zusammenarbeit und Netzwerkbildung",False,"2013-12-23","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12902.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","SPD"
10994,"Kampf gegen die Rockerkriminalität - Personeller Aufwand der Berliner Polizei",False,"2013-12-18","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12899.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","SPD"
10995,"Rechtssicherer Umgang mit digitalen Bildungsangeboten im Netz",False,"2013-12-02","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12865.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Bündnis 90/Die Grünen"
10996,"Freibaden im Südosten und Osten von Berlin (I)",False,"2013-12-12","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12867.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Die Linke"
10997,"Freibaden im Südosten und Osten von Berlin (II)",False,"2013-12-18","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12868.pdf",17,"Senatsverwaltung für Inneres und Sport","SenInnSport","Die Linke"
10998,"Gemeinsame Arbeitsanweisung der Berliner Bezirksämter - Sozialämter - über den Einsatz von Einkommen nach dem Zwölften Buch Sozialgesetzbuch (SGBXII) (GA-ESH)Ü",False,"2014-01-06","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12869.pdf",17,"Senatsverwaltung für Gesundheit und Soziales","SenGesSoz","Bündnis 90/Die Grünen"
10999,"Nächstes Kapitel der GSW-Saga",False,"2013-12-02","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12864.pdf",17,"Senatsverwaltung für Finanzen","SenFin","Bündnis 90/Die Grünen"
11000,"Grundstück seit über 100 Jahren hinreichend erschlossen und baureif, die Stadt hat trotzdem seit Jahrzehnten Grünflächen mit Zweckbestimmung Kleingartenfläche als Ziel beschlossen",False,"2013-11-28","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12857.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Die Linke"
11001,"PKB-Kräfte und Quereinsteiger/-innen an Berliner Schulen: Noch so eine ""Erfolgsgeschichte""?",False,"2013-12-04","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12859.pdf",17,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","SenBildJugWiss","Piraten"
11002,"Haben die gesprengte Deutschlandhalle und der BER etwas gemeinsam?",False,"2013-12-04","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12853.pdf",17,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","SenWiTechForsch","Piraten"
11003,"Umsetzung der Empfehlungen des NSU-Untersuchungsausschusses für die Strafverfolgung",False,"2013-12-04","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12855.pdf",17,"Senatsverwaltung für Justiz und Verbraucherschutz","SenJustV","Die Linke"
11004,"Artenschutz in Treptow-Köpenick?",False,"2012-12-13","http://pardok.parlament-berlin.de/starweb/adis/citat/VT/17/KlAnfr/ka17-12861.pdf",17,"Senatsverwaltung für Stadtentwicklung und Umwelt","SenStadtUm","Bündnis 90/Die Grünen"
